,WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,APPROXIMATE LATITUDE,APPROXIMATE LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES,YEAR,STATION,LATITUDE,LONGITUDE,ELEVATION,PRCP,TAVG,TMAX,TMIN
8,3010037-002,,PFHXSA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
9,3010037-002,,PFDOA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
10,3010037-002,,PFOS,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
11,3010037-002,,PFTEDA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
12,3010037-002,,PFHA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
13,3010037-002,,PFNDCA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
14,3010037-002,,PFHXSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
15,3010037-002,,PFTEDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
16,3010037-002,,PFNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
17,3010037-002,0.0253,PFOA,2019-05-08,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
18,3010037-002,,PFHA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
19,3010037-002,,PFDOA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
20,3010037-002,,PFHPA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
21,3010037-002,,PFTRIDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
22,3010037-002,,PFBSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
23,3010037-002,,PFNA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
24,3010037-002,,PFOS,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
25,3010037-002,,PFUNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
26,3010037-002,0.0221,PFOA,2018-08-20,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,87.0,71.0
27,3010037-002,,PFOS,2018-08-20,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,87.0,71.0
28,3010037-002,,PFOS,2018-04-25,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
29,3010037-002,0.0209,PFOA,2018-04-25,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
30,3010037-002,,PFOS,2017-10-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
31,3010037-002,0.0271,PFOA,2017-10-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
0,3010001-088,,PFNDCA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
1,3010001-088,,PFTEDA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
2,3010001-088,,PFHXSA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
3,3010001-088,,PFHPA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
4,3010001-088,,PFNA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
5,3010001-088,,PFOS,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
6,3010001-088,,PFTRIDA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
7,3010001-088,,PFHA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
8,3010001-088,0.0119,PFOA,2019-04-10,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
9,3010001-088,,PFBSA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
10,3010001-088,,PFUNDCA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
11,3010001-088,,PFDOA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,570.0,365.0,DHS,3010001-088,WELL 52,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
0,3010037-011,0.0247,PFOA,2018-02-05,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
1,3010037-011,,PFOS,2018-02-05,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
2,3010037-011,,PFOS,2018-04-25,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
3,3010037-011,0.0219,PFOA,2018-04-25,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
4,3010037-011,,PFHPA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
5,3010037-011,,PFNA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
6,3010037-011,,PFHA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
7,3010037-011,0.0186,PFOA,2019-04-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
8,3010037-011,,PFDOA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
9,3010037-011,,PFHXSA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
10,3010037-011,,PFOS,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
11,3010037-011,,PFNDCA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
12,3010037-011,,PFTRIDA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
13,3010037-011,,PFUNDCA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
14,3010037-011,,PFBSA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
15,3010037-011,,PFTEDA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
16,3010037-011,,PFDOA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
17,3010037-011,,PFHPA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
18,3010037-011,,PFUNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
19,3010037-011,,PFBSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
20,3010037-011,,PFOS,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
21,3010037-011,,PFTRIDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
22,3010037-011,,PFHXSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
23,3010037-011,,PFNA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
24,3010037-011,,PFNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
25,3010037-011,,PFTEDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
26,3010037-011,0.0181,PFOA,2019-05-08,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
27,3010037-011,,PFHA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
28,3010037-011,0.0255,PFOA,2017-10-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
29,3010037-011,,PFOS,2017-10-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
30,3010037-011,,PFOS,2018-07-11,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
31,3010037-011,0.022000000000000002,PFOA,2018-07-11,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-011,WELL 18,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
0,3010037-024,,PFOS,2018-04-25,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
1,3010037-024,0.0209,PFOA,2018-04-25,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
2,3010037-024,,PFDOA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
3,3010037-024,,PFTRIDA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
4,3010037-024,,PFNDCA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
5,3010037-024,,PFTEDA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
6,3010037-024,,PFUNDCA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
7,3010037-024,,PFHPA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
8,3010037-024,,PFBSA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
9,3010037-024,,PFHXSA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
10,3010037-024,,PFOS,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
11,3010037-024,,PFHA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
12,3010037-024,,PFNA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
13,3010037-024,0.019,PFOA,2019-04-04,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
14,3010037-024,,PFHPA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
15,3010037-024,,PFTEDA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
16,3010037-024,,PFBSA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
17,3010037-024,,PFDOA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
18,3010037-024,,PFNDCA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
19,3010037-024,,PFUNDCA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
20,3010037-024,,PFHA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
21,3010037-024,,PFHXSA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
22,3010037-024,,PFNA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
23,3010037-024,,PFOS,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
24,3010037-024,0.021,PFOA,2019-05-08,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
25,3010037-024,,PFTRIDA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
26,3010037-024,,PFOS,2017-10-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
27,3010037-024,0.0184,PFOA,2017-10-04,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
28,3010037-024,,PFOS,2018-02-05,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
29,3010037-024,0.0166,PFOA,2018-02-05,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
30,3010037-024,,PFOS,2018-09-19,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,86.0,58.0
31,3010037-024,0.0221,PFOA,2018-09-19,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,86.0,58.0
32,3010037-024,0.0212,PFOA,2018-08-20,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,87.0,71.0
33,3010037-024,,PFOS,2018-08-20,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-024,WELL 21,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,87.0,71.0
0,3010037-020,,PFOS,2017-10-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
1,3010037-020,0.0225,PFOA,2017-10-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
2,3010037-020,,PFOS,2018-04-25,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
3,3010037-020,0.0224,PFOA,2018-04-25,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
4,3010037-020,0.0173,PFOA,2019-04-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
5,3010037-020,,PFUNDCA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
6,3010037-020,,PFOS,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
7,3010037-020,,PFDOA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
8,3010037-020,,PFHXSA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
9,3010037-020,,PFNA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
10,3010037-020,,PFTEDA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
11,3010037-020,,PFHA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
12,3010037-020,,PFHPA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
13,3010037-020,,PFNDCA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
14,3010037-020,,PFTRIDA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
15,3010037-020,,PFBSA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
16,3010037-020,,PFDOA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
17,3010037-020,0.0228,PFOA,2019-05-08,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
18,3010037-020,,PFOS,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
19,3010037-020,,PFBSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
20,3010037-020,,PFHPA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
